positive__ref_00dc2f0dc3b242a2	ref_00dc2f0dc3b242a2	100	418	1254	418	1	418	3.19e-300	806
positive__ref_00dc2f0dc3b242a2	ref_52494c310ff28629	75.9	336	1254	403	4	339	2.43e-182	508
positive__ref_00dc2f0dc3b242a2	ref_e1c74e4aa87cc60f	82.8	273	1254	398	5	275	5.98e-160	451
positive__ref_00dc2f0dc3b242a2	ref_386d7b73301f9b54	84.8	264	1254	401	2	264	2.18e-158	447
positive__ref_00dc2f0dc3b242a2	ref_936ad060a453db0d	78.7	272	1254	405	5	275	6.27e-149	423
positive__ref_00dc2f0dc3b242a2	ref_b1725279fbf5560c	60.5	395	1254	443	16	409	3.21e-148	422
positive__ref_00dc2f0dc3b242a2	ref_eab266ccd0d963ee	59.9	394	1254	432	6	399	2.06e-146	417
positive__ref_00dc2f0dc3b242a2	ref_acc5e0ac47b0d70f	59.4	397	1254	462	34	429	3.20e-145	416
positive__ref_00dc2f0dc3b242a2	ref_8e250266ee6a0c33	59.0	400	1254	465	34	432	5.01e-145	415
positive__ref_00dc2f0dc3b242a2	ref_5d8ee3de0c898aef	58.4	401	1254	447	16	414	8.99e-144	411
positive__ref_00e94ac32eeb586b	ref_00e94ac32eeb586b	100	266	798	266	1	266	2.75e-197	533
positive__ref_00e94ac32eeb586b	ref_52494c310ff28629	77.1	266	798	403	12	277	2.52e-144	405
positive__ref_00e94ac32eeb586b	ref_00dc2f0dc3b242a2	77.5	262	798	418	26	287	2.40e-143	403
positive__ref_00e94ac32eeb586b	ref_936ad060a453db0d	76.7	258	798	405	17	274	4.17e-141	397
positive__ref_00e94ac32eeb586b	ref_e1c74e4aa87cc60f	76.7	258	798	398	17	274	1.09e-139	393
positive__ref_00e94ac32eeb586b	ref_9d8f14dc06a5de09	74.1	259	798	402	22	280	2.04e-138	390
positive__ref_00e94ac32eeb586b	ref_386d7b73301f9b54	76.0	258	798	401	2	259	1.13e-137	388
positive__ref_00e94ac32eeb586b	ref_6b644947030b51d2	72.0	261	798	307	47	307	5.20e-131	367
positive__ref_00e94ac32eeb586b	ref_4ab54bdaccf9422e	70.8	257	798	425	52	308	5.87e-131	372
positive__ref_00e94ac32eeb586b	ref_2bd73ad0aef161b3	71.8	262	798	424	49	310	1.14e-130	371
positive__ref_030dd89fdb277679	ref_030dd89fdb277679	100	355	1065	355	1	355	3.56e-256	690
positive__ref_030dd89fdb277679	ref_3a75ee79fc81585a	98.6	355	1065	355	1	355	2.30e-252	680
positive__ref_030dd89fdb277679	ref_fdd2df592c80b02a	97.2	355	1065	355	1	355	8.98e-250	674
positive__ref_030dd89fdb277679	ref_9b8972062b132bfb	99.0	306	1065	306	1	306	5.65e-216	586
positive__ref_0371ccd9af7fe098	ref_0371ccd9af7fe098	100	319	957	319	1	319	2.01e-237	639
positive__ref_0371ccd9af7fe098	ref_50dcfd817c79f20a	71.2	281	957	284	3	283	1.43e-148	413
positive__ref_0371ccd9af7fe098	ref_ac5c57ec5098410e	60.9	276	957	311	31	304	1.10e-113	326
positive__ref_0371ccd9af7fe098	ref_4c1a4abfd629624c	62.6	254	957	271	4	256	9.32e-113	322
positive__ref_0371ccd9af7fe098	ref_f63a0b55daf69c22	61.0	254	957	322	39	289	1.96e-109	315
positive__ref_0371ccd9af7fe098	ref_8c38fcfee863bc91	59.8	254	957	260	4	255	3.03e-106	305
positive__ref_0371ccd9af7fe098	ref_47358039a98627fc	56.5	278	957	295	10	281	6.94e-106	305
positive__ref_0371ccd9af7fe098	ref_c30ee3924129aab7	58.3	254	957	260	4	255	4.94e-105	302
positive__ref_0371ccd9af7fe098	ref_7b94fbc000050262	58.6	256	957	262	4	257	7.50e-105	301
positive__ref_0371ccd9af7fe098	ref_c2a80525809bedd8	57.8	256	957	259	2	254	1.93e-104	300
positive__ref_04e706ba9bfb31ed	ref_04e706ba9bfb31ed	100	267	801	267	1	267	5.08e-189	513
positive__ref_04e706ba9bfb31ed	ref_9e7a01d18214b1fe	61.9	257	801	285	30	284	2.73e-109	311
positive__ref_04e706ba9bfb31ed	ref_1450293e4e007a49	57.8	258	801	289	32	287	2.42e-101	291
positive__ref_04e706ba9bfb31ed	ref_243bd1f10a307acc	57.0	256	801	287	33	286	6.47e-101	290
positive__ref_04e706ba9bfb31ed	ref_f63a0b55daf69c22	56.9	260	801	322	36	293	1.44e-100	291
positive__ref_04e706ba9bfb31ed	ref_4c1a4abfd629624c	56.7	268	801	271	1	266	4.73e-97	280
positive__ref_04e706ba9bfb31ed	ref_b2b0c2da6fdb0807	57.9	259	801	277	20	275	6.65e-96	277
positive__ref_04e706ba9bfb31ed	ref_ac5c57ec5098410e	57.1	259	801	311	52	308	4.04e-95	276
positive__ref_04e706ba9bfb31ed	ref_b1fcca76a689c54d	55.4	271	801	269	1	269	5.88e-95	275
positive__ref_04e706ba9bfb31ed	ref_2675addc3b0e3d48	53.2	269	801	267	1	267	2.22e-94	273
positive__ref_05802d59f6747a0a	ref_05802d59f6747a0a	100	338	1014	338	1	338	1.34e-256	689
positive__ref_067339e228f8479f	ref_067339e228f8479f	100	402	1206	402	1	402	1.87e-309	828
positive__ref_067339e228f8479f	ref_1f9b512005633c3b	57.5	355	1206	420	76	419	1.02e-144	412
positive__ref_067339e228f8479f	ref_e56076c6bc1713b1	50.9	389	1206	432	12	399	6.29e-131	377
positive__ref_067339e228f8479f	ref_cb7a7743d531860f	48.9	393	1206	419	29	417	8.71e-128	369
positive__ref_067339e228f8479f	ref_78f76ae33a6754f4	49.1	393	1206	431	39	427	3.65e-127	368
positive__ref_06e97c97cbe6460a	ref_06e97c97cbe6460a	100	292	876	292	1	292	1.95e-210	569
positive__ref_06e97c97cbe6460a	ref_12c59fe9dab495ee	79.1	263	876	290	11	273	1.32e-143	400
positive__ref_06e97c97cbe6460a	ref_e70d974583e409f5	74.5	278	876	304	25	302	1.77e-142	397
positive__ref_06e97c97cbe6460a	ref_d542ffdfb244a4ab	66.6	287	876	298	12	298	7.72e-133	373
positive__ref_06e97c97cbe6460a	ref_4fa4b4141918af4a	68.7	265	876	280	6	263	2.27e-118	335
positive__ref_06e97c97cbe6460a	ref_affdf841b374c6ec	51.7	302	876	298	1	298	2.17e-98	285
positive__ref_06e97c97cbe6460a	ref_14256cdaa3ae2c99	51.5	299	876	296	2	296	3.32e-97	282
positive__ref_06e97c97cbe6460a	ref_8068a272f2bbbe4f	56.9	295	876	299	11	299	2.09e-96	280
positive__ref_06e97c97cbe6460a	ref_b600d7caa5dd8efe	54.7	267	876	310	48	310	1.81e-92	271
positive__ref_06e97c97cbe6460a	ref_bf158b9eed4482a1	51.0	294	876	302	14	302	6.45e-91	266
positive__ref_084228cb29acd1f5	ref_084228cb29acd1f5	100	261	783	261	1	261	9.25e-198	534
positive__ref_084228cb29acd1f5	ref_cc22df287b07a27f	88.9	261	783	262	2	262	7.06e-175	476
positive__ref_084228cb29acd1f5	ref_e53905c4de26e739	88.9	261	783	319	59	319	5.57e-174	476
positive__ref_084228cb29acd1f5	ref_9c2a924107556404	87.0	261	783	270	2	262	1.57e-173	473
positive__ref_084228cb29acd1f5	ref_66caa7f60c46263a	88.1	261	783	273	2	262	2.48e-173	473
positive__ref_084228cb29acd1f5	ref_fd491bd1bcd92c28	87.0	261	783	296	36	296	4.02e-173	473
positive__ref_084228cb29acd1f5	ref_1158684b659e57bd	88.1	261	783	301	41	301	4.82e-173	473
positive__ref_084228cb29acd1f5	ref_475978f66b115189	88.5	261	783	261	2	261	2.65e-172	470
positive__ref_084228cb29acd1f5	ref_b1fcca76a689c54d	88.1	261	783	269	2	261	4.14e-171	467
positive__ref_084228cb29acd1f5	ref_118b740be61af9b7	86.6	261	783	262	2	262	4.56e-171	467
positive__ref_0a4e542c5a5ff2db	ref_0a4e542c5a5ff2db	100	392	1176	392	1	392	3.83e-297	796
positive__ref_0a4e542c5a5ff2db	ref_9dd85ea39fc294af	99.5	392	1176	392	1	392	9.02e-296	793
positive__ref_0a4e542c5a5ff2db	ref_b84a8bc03d2e7c98	94.1	392	1176	392	1	392	1.58e-280	754
positive__ref_0aac803f2649bb5d	ref_0aac803f2649bb5d	100	417	1350	450	1	417	1.60e-261	711
positive__ref_0aac803f2649bb5d	ref_80c1e08c379f7e75	92.8	417	1350	450	1	417	2.79e-241	660
